"","Tier","Yellow","Green"
"65070",10,1,1
"65071",1,1,0
"65072",2,2,0
"65073",3,3,0
"65074",4,1,1
"65075",5,2,1
"65076",6,1,1
"65077",7,2,1
"65078",8,0,0
"65079",9,2,0
"65080",10,2,1
"65081",1,1,0
"65082",2,1,0
"65083",3,1,0
"65084",4,1,1
"65085",5,1,0
"65086",6,1,0
"65087",7,1,1
"65088",8,1,0
"65089",9,1,1
"65090",10,1,0
"65091",1,0,1
"65092",2,2,1
"65093",3,0,1
"65094",4,1,0
"65095",5,1,0
"65096",6,1,0
"65097",7,0,0
"65098",8,0,0
"65099",9,1,0
"65100",10,1,0
"65101",1,2,0
"65102",2,1,0
"65103",3,2,1
"65104",4,2,0
"65105",5,2,0
"65106",6,2,1
"65107",7,2,0
"65108",8,2,0
"65109",9,0,2
"65110",10,1,1
"65111",1,1,0
"65112",2,1,2
"65113",3,0,1
"65114",4,1,0
"65115",5,0,0
"65116",6,3,0
"65117",7,3,1
"65118",8,1,0
"65119",9,0,1
"65120",10,2,0
"65121",1,0,0
"65122",2,0,2
"65123",3,3,0
"65124",4,2,2
"65125",5,0,0
"65126",6,1,0
"65127",7,1,0
"65128",8,1,0
"65129",9,1,2
"65130",10,0,1
"65131",1,2,0
"65132",2,2,1
"65133",3,1,0
"65134",4,0,0
"65135",5,1,0
"65136",6,2,0
"65137",7,1,0
"65138",8,1,1
"65139",9,2,0
"65140",10,0,0
"65141",1,1,1
"65142",2,0,1
"65143",3,2,0
"65144",4,2,0
"65145",5,2,0
"65146",6,0,1
"65147",7,2,0
"65148",8,3,0
"65149",9,1,2
"65150",10,2,0
"65151",1,1,1
"65152",2,1,0
"65153",3,2,0
"65154",4,0,0
"65155",5,1,1
"65156",6,2,0
"65157",7,0,2
"65158",8,0,2
"65159",9,1,1
"65160",10,0,1
"65161",1,0,0
"65162",2,3,1
"65163",3,1,0
"65164",4,1,1
"65165",5,3,0
"65166",6,1,1
"65167",7,1,0
"65168",8,0,1
"65169",9,0,2
"65170",10,0,1
"65171",1,0,1
"65172",2,0,0
"65173",3,0,2
"65174",4,0,2
"65175",5,1,0
"65176",6,2,0
"65177",7,2,0
"65178",8,1,2
"65179",9,2,0
"65180",10,1,0
"65181",1,0,1
"65182",2,0,1
"65183",3,3,0
"65184",4,2,1
"65185",5,2,1
"65186",6,2,0
"65187",7,1,1
"65188",8,2,0
"65189",9,2,0
"65190",10,2,0
"65191",1,1,0
"65192",2,1,1
"65193",3,1,0
"65194",4,0,2
"65195",5,1,1
"65196",6,0,0
"65197",7,1,1
"65198",8,1,0
"65199",9,3,0
"65200",10,0,1
"65201",1,1,0
"65202",2,2,1
"65203",3,3,0
"65204",4,1,0
"65205",5,3,0
"65206",6,1,1
"65207",7,1,1
"65208",8,2,0
"65209",9,0,0
"65210",10,0,0
"65211",1,1,2
"65212",2,1,0
"65213",3,0,0
"65214",4,1,2
"65215",5,1,2
"65216",6,2,1
"65217",7,2,1
"65218",8,1,0
"65219",9,0,1
"65220",10,1,1
"65221",1,0,0
"65222",2,0,2
"65223",3,1,1
"65224",4,1,1
"65225",5,2,0
"65226",6,0,0
"65227",7,1,0
"65228",8,2,0
"65229",9,0,0
"65230",10,1,0
"65231",1,1,0
"65232",2,0,1
"65233",3,1,0
"65234",4,1,0
"65235",5,1,0
"65236",6,1,1
"65237",7,1,0
"65238",8,1,0
"65239",9,0,1
"65240",10,1,0
"65241",1,3,1
"65242",2,0,1
"65243",3,0,0
"65244",4,1,1
"65245",5,2,0
"65246",6,1,1
"65247",7,1,0
"65248",8,0,1
"65249",9,0,1
"65250",10,3,0
"65251",1,1,0
"65252",2,0,1
"65253",3,1,0
"65254",4,3,0
"65255",5,1,0
"65256",6,2,0
"65257",7,2,1
"65258",8,2,0
"65259",9,1,0
"65260",10,3,0
"65261",1,1,0
"65262",2,2,0
"65263",3,0,1
"65264",4,1,1
"65265",5,2,0
"65266",6,0,1
"65267",7,1,0
"65268",8,3,0
"65269",9,0,1
"65270",10,1,0
"65271",1,0,0
"65272",2,0,1
"65273",3,1,1
"65274",4,3,0
"65275",5,3,0
"65276",6,0,1
"65277",7,1,0
"65278",8,0,2
"65279",9,2,0
"65280",10,1,1
"65281",1,3,0
"65282",2,1,0
"65283",3,2,0
"65284",4,0,0
"65285",5,0,1
"65286",6,1,1
"65287",7,1,0
"65288",8,2,0
"65289",9,0,1
"65290",10,0,2
"65291",1,1,0
"65292",2,2,0
"65293",3,2,0
"65294",4,1,0
"65295",5,2,0
"65296",6,0,0
"65297",7,2,1
"65298",8,1,1
"65299",9,3,0
"65300",10,0,1
"65301",1,0,1
"65302",2,0,1
"65303",3,0,1
"65304",4,2,1
"65305",5,2,1
"65306",6,0,3
"65307",7,2,0
"65308",8,0,1
"65309",9,0,0
"65310",10,1,0
"65311",1,1,1
"65312",2,1,0
"65313",3,0,1
"65314",4,0,3
"65315",5,2,0
"65316",6,0,3
"65317",7,1,1
"65318",8,0,1
"65319",9,2,0
"65320",10,3,0
"65321",1,2,0
"65322",2,0,2
"65323",3,0,1
"65324",4,0,1
"65325",5,2,0
"65326",6,1,0
"65327",7,2,0
"65328",8,1,1
"65329",9,0,1
"65330",10,1,0
"65331",1,1,0
"65332",2,1,0
"65333",3,1,2
"65334",4,1,0
"65335",5,3,0
"65336",6,3,0
"65337",7,0,0
"65338",8,1,0
"65339",9,2,0
"65340",10,2,0
"65341",1,0,0
"65342",2,2,0
"65343",3,0,1
"65344",4,1,1
"65345",5,1,0
"65346",6,2,2
"65347",7,1,0
"65348",8,0,1
"65349",9,0,1
"65350",10,3,0
"65351",1,3,1
"65352",2,1,0
"65353",3,0,0
"65354",4,2,0
"65355",5,1,1
"65356",6,1,0
"65357",7,0,0
"65358",8,1,1
"65359",9,1,2
"65360",10,3,0
"65361",1,2,0
"65362",2,0,0
"65363",3,2,1
"65364",4,1,0
"65365",5,0,1
"65366",6,0,2
"65367",7,1,0
"65368",8,0,1
"65369",9,2,2
"65370",10,0,1
"65371",1,0,0
"65372",2,1,0
"65373",3,1,0
"65374",4,2,1
"65375",5,2,0
"65376",6,2,0
"65377",7,0,1
"65378",8,2,0
"65379",9,1,0
"65380",10,0,1
"65381",1,0,1
"65382",2,0,1
"65383",3,1,1
"65384",4,0,2
"65385",5,2,0
"65386",6,2,0
"65387",7,2,0
"65388",8,0,0
"65389",9,0,0
"65390",10,0,2
"65391",1,0,1
"65392",2,1,0
"65393",3,0,0
"65394",4,2,0
"65395",5,0,1
"65396",6,1,0
"65397",7,0,1
"65398",8,2,0
"65399",9,0,1
"65400",10,0,2
"65401",1,0,1
"65402",2,0,0
"65403",3,3,0
"65404",4,1,0
"65405",5,1,2
"65406",6,0,2
"65407",7,2,0
"65408",8,1,0
"65409",9,1,1
"65410",10,0,2
"65411",1,2,0
"65412",2,1,0
"65413",3,0,3
"65414",4,1,0
"65415",5,2,0
"65416",6,2,1
"65417",7,0,4
"65418",8,1,0
"65419",9,2,0
"65420",10,0,1
"65421",1,1,1
"65422",2,0,1
"65423",3,0,1
"65424",4,1,1
"65425",5,2,0
"65426",6,3,0
"65427",7,1,0
"65428",8,0,2
"65429",9,1,0
"65430",10,1,1
"65431",1,0,1
"65432",2,2,0
"65433",3,0,1
"65434",4,1,0
"65435",5,0,1
"65436",6,2,0
"65437",7,2,0
"65438",8,0,1
"65439",9,1,1
"65440",10,1,2
"65441",1,1,0
"65442",2,0,1
"65443",3,1,0
"65444",4,2,1
"65445",5,2,0
"65446",6,1,0
"65447",7,2,0
"65448",8,0,1
"65449",9,1,0
"65450",10,1,0
"65451",1,2,1
"65452",2,2,0
"65453",3,0,1
"65454",4,1,0
"65455",5,1,0
"65456",6,3,0
"65457",7,0,1
"65458",8,0,2
"65459",9,2,1
"65460",10,0,1
"65461",1,2,0
"65462",2,2,0
"65463",3,1,1
"65464",4,0,1
"65465",5,0,2
"65466",6,1,0
"65467",7,1,1
"65468",8,3,1
"65469",9,0,0
"65470",10,0,0
"65471",1,1,1
"65472",2,2,1
"65473",3,0,0
"65474",4,1,0
"65475",5,0,3
"65476",6,1,0
"65477",7,0,2
"65478",8,1,2
"65479",9,0,0
"65480",10,1,0
"65481",1,2,0
"65482",2,0,1
"65483",3,0,3
"65484",4,2,0
"65485",5,1,2
"65486",6,2,0
"65487",7,2,0
"65488",8,1,2
"65489",9,3,0
"65490",10,2,0
"65491",1,0,1
"65492",2,1,0
"65493",3,0,1
"65494",4,0,0
"65495",5,2,0
"65496",6,0,3
"65497",7,2,0
"65498",8,2,0
"65499",9,1,0
"65500",10,1,0
"65501",1,1,0
"65502",2,2,0
"65503",3,1,0
"65504",4,2,0
"65505",5,0,0
"65506",6,1,1
"65507",7,0,0
"65508",8,1,0
"65509",9,0,1
"65510",10,1,0
"65511",1,1,0
"65512",2,0,1
"65513",3,1,0
"65514",4,0,1
"65515",5,2,1
"65516",6,1,2
"65517",7,2,0
"65518",8,2,0
"65519",9,1,0
"65520",10,1,1
"65521",1,0,1
"65522",2,2,0
"65523",3,0,0
"65524",4,1,1
"65525",5,1,1
"65526",6,2,0
"65527",7,0,1
"65528",8,0,1
"65529",9,3,0
"65530",10,0,0
"65531",1,1,1
"65532",2,0,2
"65533",3,1,1
"65534",4,2,0
"65535",5,2,0
"65536",6,2,0
"65537",7,0,1
"65538",8,1,1
"65539",9,0,0
"65540",10,1,0
"65541",1,1,1
"65542",2,1,0
"65543",3,0,1
"65544",4,3,0
"65545",5,2,0
"65546",6,2,0
"65547",7,1,0
"65548",8,0,1
"65549",9,2,1
"65550",10,2,0
"65551",1,1,0
"65552",2,0,1
"65553",3,2,1
"65554",4,0,1
"65555",5,2,0
"65556",6,1,1
"65557",7,1,0
"65558",8,0,1
"65559",9,1,1
"65560",10,1,0
"65561",1,1,0
"65562",2,2,0
"65563",3,2,0
"65564",4,2,0
"65565",5,2,0
"65566",6,1,0
"65567",7,1,1
"65568",8,1,1
"65569",9,2,0
"65570",10,1,0
"65571",1,0,1
"65572",2,0,2
"65573",3,0,0
"65574",4,1,0
"65575",5,0,1
"65576",6,0,1
"65577",7,0,0
"65578",8,2,0
"65579",9,0,2
"65580",10,0,1
"65581",1,0,1
"65582",2,0,2
"65583",3,2,0
"65584",4,2,0
"65585",5,0,0
"65586",6,0,1
"65587",7,2,0
"65588",8,1,0
"65589",9,0,0
"65590",10,2,0
"65591",1,0,0
"65592",2,2,1
"65593",3,1,1
"65594",4,2,1
"65595",5,0,2
"65596",6,2,0
"65597",7,0,2
"65598",8,1,0
"65599",9,0,0
"65600",10,0,0
"65601",1,1,0
"65602",2,1,0
"65603",3,0,1
"65604",4,0,0
"65605",5,2,0
"65606",6,3,0
"65607",7,2,0
"65608",8,2,0
"65609",9,2,0
"65610",10,3,1
"65611",1,2,0
"65612",2,3,0
"65613",3,1,0
"65614",4,1,0
"65615",5,0,1
"65616",6,1,1
"65617",7,0,1
"65618",8,1,1
"65619",9,0,0
"65620",10,1,0
"65621",1,1,1
"65622",2,2,0
"65623",3,1,1
"65624",4,1,1
"65625",5,2,0
"65626",6,1,1
"65627",7,1,1
"65628",8,3,0
"65629",9,0,2
"65630",10,1,1
"65631",1,1,0
"65632",2,2,0
"65633",3,1,0
"65634",4,2,1
"65635",5,0,1
"65636",6,0,1
"65637",7,1,2
"65638",8,2,1
"65639",9,3,0
"65640",10,2,1
"65641",1,2,0
"65642",2,1,1
"65643",3,2,0
"65644",4,0,1
"65645",5,0,2
"65646",6,1,2
"65647",7,3,0
"65648",8,0,1
"65649",9,1,0
"65650",10,0,1
"65651",1,2,0
"65652",2,2,0
"65653",3,2,0
"65654",4,1,1
"65655",5,2,0
"65656",6,1,0
"65657",7,1,1
"65658",8,0,2
"65659",9,0,0
"65660",10,1,0
"65661",1,1,0
"65662",2,2,0
"65663",3,1,1
"65664",4,2,0
"65665",5,2,0
"65666",6,2,0
"65667",7,2,0
"65668",8,2,1
"65669",9,2,0
"65670",10,1,0
"65671",1,1,0
"65672",2,2,0
"65673",3,1,1
"65674",4,1,0
"65675",5,1,0
"65676",6,1,0
"65677",7,0,2
"65678",8,3,0
"65679",9,2,0
"65680",10,1,1
"65681",1,1,0
"65682",2,0,1
"65683",3,0,0
"65684",4,2,1
"65685",5,2,1
"65686",6,3,0
"65687",7,2,0
"65688",8,3,0
"65689",9,2,1
"65690",10,0,0
"65691",1,0,0
"65692",2,2,0
"65693",3,2,0
"65694",4,1,0
"65695",5,3,0
"65696",6,0,1
"65697",7,2,0
"65698",8,0,1
"65699",9,0,0
"65700",10,0,2
"65701",1,1,1
"65702",2,0,0
"65703",3,0,0
"65704",4,1,0
"65705",5,1,0
"65706",6,1,1
"65707",7,2,0
"65708",8,1,0
"65709",9,1,1
"65710",10,0,1
"65711",1,2,0
"65712",2,2,0
"65713",3,1,0
"65714",4,1,1
"65715",5,3,0
"65716",6,2,0
"65717",7,2,1
"65718",8,0,0
"65719",9,1,1
"65720",10,2,0
"65721",1,2,0
"65722",2,0,1
"65723",3,0,1
"65724",4,3,0
"65725",5,1,1
"65726",6,1,0
"65727",7,2,0
"65728",8,1,0
"65729",9,1,0
"65730",10,1,1
"65731",1,0,0
"65732",2,2,0
"65733",3,0,0
"65734",4,1,0
"65735",5,2,0
"65736",6,2,1
"65737",7,2,0
"65738",8,2,0
"65739",9,2,0
"65740",10,1,1
"65741",1,2,0
"65742",2,2,1
"65743",3,1,0
"65744",4,0,2
"65745",5,1,1
"65746",6,2,0
"65747",7,2,1
"65748",8,3,0
"65749",9,0,1
"65750",10,0,2
"65751",1,2,1
"65752",2,2,0
"65753",3,2,1
"65754",4,0,0
"65755",5,1,0
"65756",6,0,2
"65757",7,1,1
"65758",8,1,0
"65759",9,1,0
"65760",10,2,0
"65761",1,2,0
"65762",2,2,1
"65763",3,3,0
"65764",4,0,2
"65765",5,2,0
"65766",6,2,0
"65767",7,2,0
"65768",8,0,1
"65769",9,0,2
"65770",10,0,0
"65771",1,0,2
"65772",2,1,1
"65773",3,3,0
"65774",4,4,0
"65775",5,2,0
"65776",6,0,2
"65777",7,2,0
"65778",8,1,0
"65779",9,1,1
"65780",10,1,1
"65781",1,2,0
"65782",2,1,0
"65783",3,1,0
"65784",4,0,1
"65785",5,2,0
"65786",6,1,0
"65787",7,0,1
"65788",8,2,0
"65789",9,0,2
"65790",10,2,0
"65791",1,0,0
"65792",2,0,2
"65793",3,2,1
"65794",4,1,2
"65795",5,2,0
"65796",6,0,1
"65797",7,1,0
"65798",8,2,0
"65799",9,2,0
"65800",10,1,0
"65801",1,2,1
"65802",2,1,0
"65803",3,2,0
"65804",4,2,0
"65805",5,1,0
"65806",6,1,1
"65807",7,1,0
"65808",8,1,0
"65809",9,2,0
"65810",10,0,1
"65811",1,1,1
"65812",2,1,0
"65813",3,2,0
"65814",4,3,0
"65815",5,1,0
"65816",6,0,2
"65817",7,3,0
"65818",8,1,0
"65819",9,0,0
"65820",10,1,0
"65821",1,1,2
"65822",2,1,1
"65823",3,0,2
"65824",4,0,1
"65825",5,2,0
"65826",6,2,0
"65827",7,2,1
"65828",8,0,1
"65829",9,0,0
"65830",10,1,1
"65831",1,1,0
"65832",2,1,0
"65833",3,1,0
"65834",4,2,0
"65835",5,2,0
"65836",6,1,1
"65837",7,0,2
"65838",8,3,0
"65839",9,1,0
"65840",10,0,0
"65841",1,1,0
"65842",2,0,2
"65843",3,0,0
"65844",4,1,0
"65845",5,1,0
"65846",6,3,0
"65847",7,2,0
"65848",8,1,0
"65849",9,1,0
"65850",10,4,0
"65851",1,1,0
"65852",2,1,0
"65853",3,1,0
"65854",4,0,0
"65855",5,1,0
"65856",6,3,0
"65857",7,1,1
"65858",8,1,2
"65859",9,1,1
"65860",10,2,0
"65861",1,0,0
"65862",2,2,0
"65863",3,2,0
"65864",4,1,1
"65865",5,3,0
"65866",6,2,1
"65867",7,0,1
"65868",8,0,0
"65869",9,1,0
"65870",10,0,0
"65871",1,2,0
"65872",2,0,1
"65873",3,1,0
"65874",4,0,1
"65875",5,3,0
"65876",6,0,1
"65877",7,0,2
"65878",8,1,0
"65879",9,2,0
"65880",10,1,0
"65881",1,0,1
"65882",2,1,1
"65883",3,1,1
"65884",4,2,0
"65885",5,1,1
"65886",6,0,2
"65887",7,1,0
"65888",8,0,0
"65889",9,1,1
"65890",10,1,2
"65891",1,2,0
"65892",2,2,1
"65893",3,1,1
"65894",4,1,2
"65895",5,1,1
"65896",6,0,2
"65897",7,1,0
"65898",8,0,2
"65899",9,1,0
"65900",10,2,0
"65901",1,1,0
"65902",2,1,1
"65903",3,0,1
"65904",4,1,1
"65905",5,2,0
"65906",6,3,0
"65907",7,1,1
"65908",8,2,0
"65909",9,2,0
"65910",10,0,1
"65911",1,0,1
"65912",2,0,2
"65913",3,1,0
"65914",4,1,2
"65915",5,2,0
"65916",6,2,0
"65917",7,0,1
"65918",8,1,0
"65919",9,3,0
"65920",10,0,3
"65921",1,0,0
"65922",2,1,0
"65923",3,1,0
"65924",4,1,1
"65925",5,1,0
"65926",6,1,1
"65927",7,2,0
"65928",8,3,0
"65929",9,2,1
"65930",10,1,0
"65931",1,2,0
"65932",2,1,1
"65933",3,1,0
"65934",4,1,0
"65935",5,2,0
"65936",6,1,1
"65937",7,0,3
"65938",8,0,0
"65939",9,0,0
"65940",10,1,1
"65941",1,0,1
"65942",2,1,1
"65943",3,1,0
"65944",4,0,1
"65945",5,1,1
"65946",6,1,0
"65947",7,1,0
"65948",8,2,0
"65949",9,1,0
"65950",10,2,0
"65951",1,0,1
"65952",2,3,0
"65953",3,2,1
"65954",4,4,0
"65955",5,2,1
"65956",6,1,1
"65957",7,0,2
"65958",8,1,0
"65959",9,2,0
"65960",10,2,0
"65961",1,1,0
"65962",2,0,2
"65963",3,1,0
"65964",4,0,2
"65965",5,0,3
"65966",6,1,1
"65967",7,1,1
"65968",8,3,0
"65969",9,0,1
"65970",10,0,0
"65971",1,2,0
"65972",2,0,1
"65973",3,1,1
"65974",4,0,0
"65975",5,2,1
"65976",6,2,0
"65977",7,2,0
"65978",8,0,1
"65979",9,1,0
"65980",10,3,0
"65981",1,0,1
"65982",2,1,1
"65983",3,1,0
"65984",4,0,0
"65985",5,3,0
"65986",6,0,0
"65987",7,0,3
"65988",8,2,0
"65989",9,1,1
"65990",10,1,0
"65991",1,1,1
"65992",2,4,0
"65993",3,1,0
"65994",4,1,1
"65995",5,1,0
"65996",6,1,1
"65997",7,1,1
"65998",8,0,3
"65999",9,1,0
"66000",10,0,1
"66001",1,1,2
"66002",2,0,2
"66003",3,0,1
"66004",4,1,1
"66005",5,2,0
"66006",6,1,0
"66007",7,2,0
"66008",8,2,0
"66009",9,2,0
"66010",10,0,2
"66011",1,0,2
"66012",2,0,0
"66013",3,0,2
"66014",4,1,1
"66015",5,0,0
"66016",6,2,0
"66017",7,3,0
"66018",8,1,0
"66019",9,0,0
"66020",10,0,2
"66021",1,2,0
"66022",2,1,0
"66023",3,1,0
"66024",4,1,1
"66025",5,0,3
"66026",6,3,0
"66027",7,0,1
"66028",8,2,0
"66029",9,3,0
"66030",10,0,2
"66031",1,2,0
"66032",2,2,0
"66033",3,2,0
"66034",4,2,0
"66035",5,1,1
"66036",6,0,1
"66037",7,0,0
"66038",8,0,0
"66039",9,0,0
"66040",10,1,0
"66041",1,2,0
"66042",2,0,0
"66043",3,4,1
"66044",4,2,0
"66045",5,1,1
"66046",6,1,1
"66047",7,2,0
"66048",8,2,1
"66049",9,2,1
"66050",10,2,0
"66051",1,0,0
"66052",2,3,0
"66053",3,1,1
"66054",4,0,0
"66055",5,0,0
"66056",6,0,1
"66057",7,1,0
"66058",8,2,0
"66059",9,2,0
"66060",10,1,1
"66061",1,0,0
"66062",2,0,2
"66063",3,1,1
"66064",4,2,1
"66065",5,3,0
"66066",6,1,1
"66067",7,1,0
"66068",8,0,1
"66069",9,1,0
"66070",10,3,0
"66071",1,1,0
"66072",2,2,0
"66073",3,2,1
"66074",4,1,2
"66075",5,4,0
"66076",6,1,0
"66077",7,0,0
"66078",8,2,2
"66079",9,0,1
"66080",10,1,1
"66081",1,0,1
"66082",2,1,0
"66083",3,1,0
"66084",4,0,2
"66085",5,2,0
"66086",6,2,1
"66087",7,2,1
"66088",8,1,0
"66089",9,1,0
"66090",10,3,0
"66091",1,0,4
"66092",2,1,0
"66093",3,1,1
"66094",4,2,0
"66095",5,1,0
"66096",6,2,0
"66097",7,2,0
"66098",8,1,0
"66099",9,2,0
"66100",10,1,0
"66101",1,2,0
"66102",2,2,0
"66103",3,0,1
"66104",4,1,1
"66105",5,3,0
"66106",6,1,1
"66107",7,2,1
"66108",8,2,1
"66109",9,3,0
"66110",10,2,0
"66111",1,2,0
"66112",2,2,0
"66113",3,0,1
"66114",4,0,2
"66115",5,1,1
"66116",6,1,1
"66117",7,0,1
"66118",8,0,1
"66119",9,0,1
"66120",10,0,1
"66121",1,0,1
"66122",2,1,1
"66123",3,1,1
"66124",4,1,0
"66125",5,1,0
"66126",6,2,0
"66127",7,1,0
"66128",8,1,0
"66129",9,1,0
"66130",10,1,1
"66131",1,2,0
"66132",2,0,1
"66133",3,1,0
"66134",4,2,0
"66135",5,1,0
"66136",6,2,0
"66137",7,1,1
"66138",8,0,1
"66139",9,0,1
"66140",10,2,0
"66141",1,1,0
"66142",2,0,1
"66143",3,0,0
"66144",4,1,1
"66145",5,1,2
"66146",6,0,0
"66147",7,2,0
"66148",8,1,0
"66149",9,2,0
"66150",10,1,0
"66151",1,1,1
"66152",2,0,1
"66153",3,1,1
"66154",4,1,0
"66155",5,1,0
"66156",6,2,0
"66157",7,2,0
"66158",8,3,0
"66159",9,1,0
"66160",10,1,1
"66161",1,1,1
"66162",2,2,1
"66163",3,2,0
"66164",4,1,1
"66165",5,2,1
"66166",6,3,0
"66167",7,1,0
"66168",8,1,1
"66169",9,1,1
"66170",10,1,1
"66171",1,1,0
"66172",2,1,0
"66173",3,1,1
"66174",4,0,0
"66175",5,1,0
"66176",6,2,0
"66177",7,2,0
"66178",8,0,0
"66179",9,0,1
"66180",10,1,0
"66181",1,2,1
"66182",2,1,0
"66183",3,1,1
"66184",4,1,2
"66185",5,1,0
"66186",6,2,0
"66187",7,2,0
"66188",8,3,1
"66189",9,2,0
"66190",10,0,0
"66191",1,0,0
"66192",2,1,0
"66193",3,0,1
"66194",4,3,0
"66195",5,3,0
"66196",6,0,1
"66197",7,1,1
"66198",8,1,1
"66199",9,2,1
"66200",10,1,0
"66201",1,1,1
"66202",2,2,1
"66203",3,0,3
"66204",4,0,2
"66205",5,1,0
"66206",6,1,1
"66207",7,1,1
"66208",8,1,1
"66209",9,2,1
"66210",10,0,0
"66211",1,0,0
"66212",2,1,1
"66213",3,1,1
"66214",4,0,1
"66215",5,0,1
"66216",6,0,0
"66217",7,1,1
"66218",8,1,1
"66219",9,2,0
"66220",10,0,1
"66221",1,1,0
"66222",2,2,0
"66223",3,0,1
"66224",4,0,1
"66225",5,1,0
"66226",6,1,0
"66227",7,2,1
"66228",8,1,0
"66229",9,0,1
"66230",10,2,0
"66231",1,1,0
"66232",2,1,1
"66233",3,1,0
"66234",4,1,1
"66235",5,2,0
"66236",6,2,0
"66237",7,2,0
"66238",8,1,0
"66239",9,2,0
"66240",10,2,0
"66241",1,0,2
"66242",2,1,0
"66243",3,3,0
"66244",4,1,0
"66245",5,2,0
"66246",6,0,1
"66247",7,1,0
"66248",8,1,0
"66249",9,1,0
"66250",10,2,1
"66251",1,1,1
"66252",2,2,0
"66253",3,1,0
"66254",4,3,0
"66255",5,1,2
"66256",6,1,1
"66257",7,2,1
"66258",8,3,0
"66259",9,3,2
"66260",10,1,0
"66261",1,0,0
"66262",2,2,0
"66263",3,0,0
"66264",4,1,1
"66265",5,2,0
"66266",6,0,1
"66267",7,2,0
"66268",8,0,0
"66269",9,1,0
"66270",10,2,0
"66271",1,2,0
"66272",2,0,1
"66273",3,2,0
"66274",4,2,0
"66275",5,1,1
"66276",6,0,0
"66277",7,1,1
"66278",8,1,0
"66279",9,0,2
"66280",10,1,0
"66281",1,2,0
"66282",2,2,1
"66283",3,0,2
"66284",4,0,2
"66285",5,0,3
"66286",6,1,0
"66287",7,1,0
"66288",8,0,1
"66289",9,2,0
"66290",10,0,0
"66291",1,1,2
"66292",2,0,0
"66293",3,2,1
"66294",4,1,0
"66295",5,3,0
"66296",6,2,0
"66297",7,2,0
"66298",8,1,0
"66299",9,1,1
"66300",10,1,0
"66301",1,2,0
"66302",2,0,2
"66303",3,0,2
"66304",4,1,0
"66305",5,1,0
"66306",6,0,2
"66307",7,1,1
"66308",8,0,0
"66309",9,0,3
"66310",10,0,1
"66311",1,0,1
"66312",2,2,1
"66313",3,0,3
"66314",4,1,0
"66315",5,2,0
"66316",6,1,0
"66317",7,2,0
"66318",8,0,1
"66319",9,2,1
"66320",10,0,0
"66321",1,1,0
"66322",2,1,1
"66323",3,0,2
"66324",4,1,1
"66325",5,3,0
"66326",6,1,1
"66327",7,1,0
"66328",8,1,1
"66329",9,0,1
"66330",10,2,0
"66331",1,1,0
"66332",2,0,1
"66333",3,1,1
"66334",4,1,1
"66335",5,2,0
"66336",6,2,1
"66337",7,1,1
"66338",8,1,0
"66339",9,3,0
"66340",10,1,0
"66341",1,0,2
"66342",2,1,0
"66343",3,1,1
"66344",4,3,0
"66345",5,1,1
"66346",6,1,0
"66347",7,1,0
"66348",8,2,0
"66349",9,1,0
"66350",10,0,1
"66351",1,1,1
"66352",2,1,0
"66353",3,0,2
"66354",4,0,0
"66355",5,2,0
"66356",6,0,0
"66357",7,0,2
"66358",8,2,0
"66359",9,2,0
"66360",10,1,0
"66361",1,1,0
"66362",2,1,1
"66363",3,1,2
"66364",4,1,1
"66365",5,1,2
"66366",6,0,1
"66367",7,1,0
"66368",8,1,0
"66369",9,0,1
"66370",10,2,1
"66371",1,0,3
"66372",2,0,1
"66373",3,0,0
"66374",4,3,0
"66375",5,3,0
"66376",6,1,1
"66377",7,0,0
"66378",8,1,0
"66379",9,1,0
"66380",10,0,0
"66381",1,0,0
"66382",2,2,0
"66383",3,2,0
"66384",4,0,2
"66385",5,1,0
"66386",6,1,0
"66387",7,1,1
"66388",8,2,0
"66389",9,1,1
"66390",10,1,3
"66391",1,1,2
"66392",2,1,1
"66393",3,0,1
"66394",4,2,2
"66395",5,0,3
"66396",6,1,1
"66397",7,1,0
"66398",8,2,0
"66399",9,1,1
"66400",10,5,0
"66401",1,0,0
"66402",2,2,0
"66403",3,0,2
"66404",4,0,1
"66405",5,2,0
"66406",6,1,0
"66407",7,2,0
"66408",8,2,0
"66409",9,2,1
"66410",10,1,1
"66411",1,1,0
"66412",2,0,1
"66413",3,0,0
"66414",4,1,1
"66415",5,2,0
"66416",6,1,2
"66417",7,2,0
"66418",8,2,0
"66419",9,1,0
"66420",10,1,0
"66421",1,2,0
"66422",2,1,0
"66423",3,1,0
"66424",4,1,1
"66425",5,2,0
"66426",6,0,2
"66427",7,2,1
"66428",8,1,0
"66429",9,1,0
"66430",10,1,0
"66431",1,2,0
"66432",2,0,2
"66433",3,1,0
"66434",4,1,0
"66435",5,2,0
"66436",6,0,3
"66437",7,1,1
"66438",8,1,0
"66439",9,3,1
"66440",10,2,0
"66441",1,0,1
"66442",2,1,0
"66443",3,1,1
"66444",4,1,0
"66445",5,1,0
"66446",6,0,1
"66447",7,3,0
"66448",8,2,1
"66449",9,3,0
"66450",10,1,0
"66451",1,2,1
"66452",2,1,1
"66453",3,0,0
"66454",4,1,0
"66455",5,1,0
"66456",6,1,0
"66457",7,1,0
"66458",8,2,0
"66459",9,4,0
"66460",10,0,0
"66461",1,2,2
"66462",2,3,0
"66463",3,1,2
"66464",4,1,1
"66465",5,1,0
"66466",6,1,2
"66467",7,2,1
